"file","bytes","mtime","md5"
"05_ANALYSIS/10_uncertainty/README.md",509,"2026-09-05 12:22:53","eb7c174a4425efb7e732409ef89e0141"
"05_ANALYSIS/10_uncertainty/scripts/10a_uncertainty.R",1918,"2026-09-05 12:23:18","cd740fe07d987d804d280c3dc7b754be"
"05_ANALYSIS/10_uncertainty/tables/S09_uncertainty_summary_A.csv",447,"2026-09-05 12:25:16","015d8721900b68ac8fb208c11ee0bf7b"
"05_ANALYSIS/10_uncertainty/tables/S09_uncertainty_summary_B.csv",442,"2026-09-05 12:25:16","d2b5ede4c76cb22e3af6db019578216e"
"05_ANALYSIS/11_batteries/figures/battery_pta.png",77928,"2026-09-05 12:25:17","843a08b44a82feb88fd17384a9d13365"
"05_ANALYSIS/11_batteries/README.md",501,"2026-09-05 12:22:53","b3923b68148dafe00fdb0ca5601d4264"
"05_ANALYSIS/11_batteries/scripts/11a_batteries.R",2026,"2026-09-05 12:23:18","c339803739ca12992b5bda87e017d5c1"
"05_ANALYSIS/11_batteries/tables/molecule_A_B1_identity_card.csv",883,"2026-09-05 12:25:17","55fb1062e49fdeb67126f8949f3f142e"
"05_ANALYSIS/11_batteries/tables/molecule_A_B10_iv_comparison.csv",189,"2026-09-05 12:25:17","b99f9cfb2c188aee7f852b9483f6d9e9"
"05_ANALYSIS/11_batteries/tables/molecule_A_B2_single_nca.csv",160,"2026-09-05 12:25:17","017709ec09aef37cd2482a0ca075942b"
"05_ANALYSIS/11_batteries/tables/molecule_A_B2_single_profile.csv",1991825,"2026-09-05 12:25:17","9f3ba8009249f50651d255cdd227846b"
"05_ANALYSIS/11_batteries/tables/molecule_A_B3_dose_proportionality.csv",577,"2026-09-05 12:25:17","347f091de912a090bbf9e5395d5dd1b9"
"05_ANALYSIS/11_batteries/tables/molecule_A_B4_steady_state.csv",234,"2026-09-05 12:25:17","11f489ae4982851171f6c86ae9047fbc"
"05_ANALYSIS/11_batteries/tables/molecule_A_B5_targets_mic.csv",471,"2026-09-05 12:25:17","44ed81004f1a0336d9fc5e9262655988"
"05_ANALYSIS/11_batteries/tables/molecule_A_B6_population_summary.csv",229,"2026-09-05 12:25:17","b7f8d19ca3a53fbc02d6f6eb1210dfe3"
"05_ANALYSIS/11_batteries/tables/molecule_A_B6_population.csv",7098,"2026-09-05 12:25:17","e2960cbf3aa90ba360b3f42ae20cdc17"
"05_ANALYSIS/11_batteries/tables/molecule_A_B7_renal_impairment.csv",416,"2026-09-05 12:25:17","63a9ca3240db6273ace63a6c7c35a34a"
"05_ANALYSIS/11_batteries/tables/molecule_A_B8_food_effect.csv",290,"2026-09-05 12:25:17","40a574a9ee87dacaea971077df749bae"
"05_ANALYSIS/11_batteries/tables/molecule_A_B9_oat_sensitivity.csv",1261,"2026-09-05 12:25:17","f982bcf98b3f95c5f82a6515d2349c9e"
"05_ANALYSIS/11_batteries/tables/molecule_B_B1_identity_card.csv",1014,"2026-09-05 12:25:17","b4b269f9c3206dd0393958487d62d399"
"05_ANALYSIS/11_batteries/tables/molecule_B_B10_iv_comparison.csv",210,"2026-09-05 12:25:17","54e23698c8abdac52afccc4d963d7aa4"
"05_ANALYSIS/11_batteries/tables/molecule_B_B2_single_nca.csv",160,"2026-09-05 12:25:17","5a2e1b98e70874124d8e4c8e2f3aea2c"
"05_ANALYSIS/11_batteries/tables/molecule_B_B2_single_profile.csv",1997677,"2026-09-05 12:25:17","32b131bcd0a91b3659b70a73ca032adb"
"05_ANALYSIS/11_batteries/tables/molecule_B_B3_dose_proportionality.csv",542,"2026-09-05 12:25:17","dd8ab3fad322973314b425b44623d3cb"
"05_ANALYSIS/11_batteries/tables/molecule_B_B4_steady_state.csv",255,"2026-09-05 12:25:17","01c17ce361d27050aba581c42e5117fe"
"05_ANALYSIS/11_batteries/tables/molecule_B_B5_targets_mic.csv",479,"2026-09-05 12:25:17","50ed420f7aea7ee4868ecf07f2b0728f"
"05_ANALYSIS/11_batteries/tables/molecule_B_B6_population_summary.csv",230,"2026-09-05 12:25:17","3c2a8f0c3a4e9928b0f3e60535a0416c"
"05_ANALYSIS/11_batteries/tables/molecule_B_B6_population.csv",7112,"2026-09-05 12:25:17","e7e50adac519d5702c4bb4c1e81c8c45"
"05_ANALYSIS/11_batteries/tables/molecule_B_B7_renal_impairment.csv",417,"2026-09-05 12:25:17","07d751e7c1284dbb85c98f75f8a5dbad"
"05_ANALYSIS/11_batteries/tables/molecule_B_B8_food_effect.csv",276,"2026-09-05 12:25:17","e95c44b9ee76bec84b175832313b6938"
"05_ANALYSIS/11_batteries/tables/molecule_B_B9_oat_sensitivity.csv",1261,"2026-09-05 12:25:17","9d9f21f15e2dd8a178656c55678bcd7b"
"05_ANALYSIS/12_manuscript/README.md",505,"2026-09-05 12:22:53","e94a90c8401ad9ada7841c9615ee6dfd"
"05_ANALYSIS/12_manuscript/scripts/12a_export.R",2011,"2026-09-05 12:23:18","a2802b96e039eefdb12a3b82437bdc10"
"05_ANALYSIS/figures/convergence_plot.png",123085,"2026-09-05 12:25:02","a98c915871ea6a5f975d351615fb61d1"
"05_ANALYSIS/figures/iv_validation_profile.png",207629,"2026-09-05 12:25:19","8b027d5d7746929e83019ca79fc56704"
"05_ANALYSIS/figures/S01_iv_scenarios.png",164646,"2026-09-05 12:25:19","6721946e9ca4bfac07c015cfe063dbc3"
"05_ANALYSIS/figures/s02_calibration.png",147452,"2026-09-05 12:25:05","13ffa74eb3884fcb36cc6617d09fcaff"
"05_ANALYSIS/figures/S03_population.png",123256,"2026-09-05 12:25:19","e8eff466b31c1909f6dfc529e21d16e9"
"05_ANALYSIS/figures/S04_sensitivity.png",149714,"2026-09-05 12:25:19","f6214c76e79997da906c79cc3a60926d"
"05_ANALYSIS/figures/S05_food_effect.png",116324,"2026-09-05 12:25:19","34dbf82308961c586bed2d8495ced39e"
"05_ANALYSIS/figures/S06_fractionation.png",96496,"2026-09-05 12:25:19","62337b5fdbb46d0f0391b721d8055a2f"
"05_ANALYSIS/figures/S06_pta.png",121189,"2026-09-05 12:25:19","a91b68cf8ea8bfc67ea2cef1d9f05992"
"05_ANALYSIS/figures/S07_winner_population.png",121282,"2026-09-05 12:25:19","8b2d45430b1a7e4b871629abf4a51280"
"05_ANALYSIS/figures/S07_winner_profile.png",192773,"2026-09-05 12:25:19","3fbdc8940e7d9185d5d158b0528c7f83"
"05_ANALYSIS/figures/S07_winner_pta.png",129734,"2026-09-05 12:25:19","eaf4bb8d270833f6c0acae8d826c535f"
"05_ANALYSIS/figures/S08_requirement_map.png",203523,"2026-09-05 12:25:19","44e7ee37a846589860291261a6dc6f8c"
"05_ANALYSIS/figures/S09_frontier.png",142943,"2026-09-05 12:25:19","d046bc7edb3aa26260249777a098fce3"
"05_ANALYSIS/MANIFEST.csv",24696,"2026-09-05 12:24:51","eb1d23ca3046393278ab0415c53cb728"
"05_ANALYSIS/README.md",587,"2026-09-05 11:11:10","8a3ee14d64095f3892c2545b7a6c6afc"
"05_ANALYSIS/run_all.R",8134,"2026-09-05 12:25:00","a0b6ed00e9ffd8d93658e14723451680"
"05_ANALYSIS/tables/convergence.csv",139,"2026-09-05 12:25:19","6ef41b3cab79bf5cf464f4a06672aa49"
"05_ANALYSIS/tables/iv_validation_gate.csv",474,"2026-09-05 12:25:01","7edc57620139a307b8621712945d1015"
"05_ANALYSIS/tables/pareto_front.csv",163,"2026-09-05 12:25:19","b0eb100a3f570232b1025efcb7d56031"
"05_ANALYSIS/tables/S01_iv_scenarios.csv",2653,"2026-09-05 12:25:19","76a4af2cee3ce2760d347cc746e34356"
"05_ANALYSIS/tables/S02_oral_papp_calibration.csv",859,"2026-09-05 12:25:19","f35396226c6546fb3ea2aefe56244a05"
"05_ANALYSIS/tables/S03_population_summary.csv",196,"2026-09-05 12:25:19","d49b0d5aae3d37bff473b8a6744c13a5"
"05_ANALYSIS/tables/S03_population.csv",10558,"2026-09-05 12:25:19","8aa3812b224d568d89802a8abd329ad6"
"05_ANALYSIS/tables/S04_sensitivity_raw.csv",813,"2026-09-05 12:25:19","b354ab043c6ae5fc7eafc90a22058b4b"
"05_ANALYSIS/tables/S04_sensitivity.csv",269,"2026-09-05 12:25:19","5598504163c1bfe61858dd8f9cf5a780"
"05_ANALYSIS/tables/S05_food_effect.csv",226,"2026-09-05 12:25:19","c4ba0dcd1737cb2dbc96227ece42a81a"
"05_ANALYSIS/tables/S06_fractionation.csv",541,"2026-09-05 12:25:19","6d352ba1522aa03cac9047cdb829ea15"
"05_ANALYSIS/tables/S06_pta.csv",445,"2026-09-05 12:25:19","e4db3dc36a89db296429c14a003b43c5"
"05_ANALYSIS/tables/S07_dose_scan.csv",336,"2026-09-05 12:25:19","8defb540784cbdd73826e777aed62109"
"05_ANALYSIS/tables/S07_winner_food.csv",191,"2026-09-05 12:25:19","bc67f248430ea979b3b7bce454c494ef"
"05_ANALYSIS/tables/S07_winner_fractionation.csv",652,"2026-09-05 12:25:19","1e28bf1d1b7830b97a1056910a2db8c9"
"05_ANALYSIS/tables/S07_winner_population.csv",8809,"2026-09-05 12:25:19","cbd5efde1ba22767255c7ab166fd0f51"
"05_ANALYSIS/tables/S07_winner_profile.csv",1975468,"2026-09-05 12:25:19","d094d6c62cb8c8895271a2ef0223b820"
"05_ANALYSIS/tables/S07_winner_pta.csv",577,"2026-09-05 12:25:19","b48270a7a7a3ef2d2747591fddbf5666"
"05_ANALYSIS/tables/S08_requirement_map.csv",635,"2026-09-05 12:25:19","9322211a2a2b89cc308895459c9c1e81"
"05_ANALYSIS/tables/S09_uncertainty_samples_A.csv",1746957,"2026-09-05 12:25:19","72713d157546fb3ce6f1d1e430911ffe"
"05_ANALYSIS/tables/S09_uncertainty_samples_B.csv",1686385,"2026-09-05 12:25:19","a316e703e24829fc515e42cd4ae9f9d9"
"05_ANALYSIS/tables/S09_uncertainty_summary_A.csv",447,"2026-09-05 12:25:19","015d8721900b68ac8fb208c11ee0bf7b"
"05_ANALYSIS/tables/S09_uncertainty_summary_B.csv",442,"2026-09-05 12:25:19","d2b5ede4c76cb22e3af6db019578216e"
"05_ANALYSIS/tables/top10.csv",163,"2026-09-05 12:25:19","b0eb100a3f570232b1025efcb7d56031"
"05_ANALYSIS/utils/00_setup.R",1434,"2026-09-05 12:22:22","32fc6519ba8caca2586108831e67fef4"
"05_ANALYSIS/utils/01_load_results.R",1731,"2026-09-05 12:22:22","414a3f68178d8a53947680f7c6b2d724"
"05_ANALYSIS/utils/02_themes.R",144,"2026-09-05 12:22:22","23b1b16263681a157b7d34120e8f6337"
