"file","bytes","mtime","md5"
"04_RESULTS/molecule_B/B1_identity_card.csv",1014,"2026-09-05 12:17:21","b4b269f9c3206dd0393958487d62d399"
"04_RESULTS/molecule_B/B10_iv_comparison.csv",210,"2026-09-05 12:18:38","54e23698c8abdac52afccc4d963d7aa4"
"04_RESULTS/molecule_B/B2_single_nca.csv",160,"2026-09-05 12:17:23","5a2e1b98e70874124d8e4c8e2f3aea2c"
"04_RESULTS/molecule_B/B2_single_profile.csv",1997677,"2026-09-05 12:17:23","32b131bcd0a91b3659b70a73ca032adb"
"04_RESULTS/molecule_B/B3_dose_proportionality.csv",542,"2026-09-05 12:17:30","dd8ab3fad322973314b425b44623d3cb"
"04_RESULTS/molecule_B/B4_steady_state.csv",255,"2026-09-05 12:17:34","01c17ce361d27050aba581c42e5117fe"
"04_RESULTS/molecule_B/B5_targets_mic.csv",479,"2026-09-05 12:17:36","50ed420f7aea7ee4868ecf07f2b0728f"
"04_RESULTS/molecule_B/B6_population_summary.csv",230,"2026-09-05 12:18:02","3c2a8f0c3a4e9928b0f3e60535a0416c"
"04_RESULTS/molecule_B/B6_population.csv",7112,"2026-09-05 12:18:02","e7e50adac519d5702c4bb4c1e81c8c45"
"04_RESULTS/molecule_B/B7_renal_impairment.csv",417,"2026-09-05 12:18:06","07d751e7c1284dbb85c98f75f8a5dbad"
"04_RESULTS/molecule_B/B8_food_effect.csv",276,"2026-09-05 12:18:12","e95c44b9ee76bec84b175832313b6938"
"04_RESULTS/molecule_B/B9_oat_sensitivity.csv",1261,"2026-09-05 12:18:37","9d9f21f15e2dd8a178656c55678bcd7b"
"04_RESULTS/studies/S01_iv_scenarios.csv",2653,"2026-09-05 12:12:28","76a4af2cee3ce2760d347cc746e34356"
"04_RESULTS/studies/S01_iv_scenarios.png",164646,"2026-09-05 12:12:28","6721946e9ca4bfac07c015cfe063dbc3"
"04_RESULTS/studies/S02_oral_papp_calibration.csv",859,"2026-09-05 12:12:48","f35396226c6546fb3ea2aefe56244a05"
"04_RESULTS/studies/S03_population_summary.csv",196,"2026-09-05 12:12:59","d49b0d5aae3d37bff473b8a6744c13a5"
"04_RESULTS/studies/S03_population.csv",10558,"2026-09-05 12:12:59","8aa3812b224d568d89802a8abd329ad6"
"04_RESULTS/studies/S03_population.png",123256,"2026-09-05 12:12:59","e8eff466b31c1909f6dfc529e21d16e9"
"04_RESULTS/studies/S04_sensitivity_raw.csv",813,"2026-09-05 12:13:31","b354ab043c6ae5fc7eafc90a22058b4b"
"04_RESULTS/studies/S04_sensitivity.csv",269,"2026-09-05 12:13:31","5598504163c1bfe61858dd8f9cf5a780"
"04_RESULTS/studies/S04_sensitivity.png",149714,"2026-09-05 12:13:32","f6214c76e79997da906c79cc3a60926d"
"04_RESULTS/studies/S05_food_effect.csv",226,"2026-09-05 12:13:42","c4ba0dcd1737cb2dbc96227ece42a81a"
"04_RESULTS/studies/S05_food_effect.png",116324,"2026-09-05 12:13:42","34dbf82308961c586bed2d8495ced39e"
"04_RESULTS/studies/S06_fractionation.csv",541,"2026-09-05 12:13:48","6d352ba1522aa03cac9047cdb829ea15"
"04_RESULTS/studies/S06_fractionation.png",96496,"2026-09-05 12:13:48","62337b5fdbb46d0f0391b721d8055a2f"
"04_RESULTS/studies/S06_pta.csv",445,"2026-09-05 12:13:48","e4db3dc36a89db296429c14a003b43c5"
"04_RESULTS/studies/S06_pta.png",121189,"2026-09-05 12:13:48","a91b68cf8ea8bfc67ea2cef1d9f05992"
"04_RESULTS/studies/S07_dose_scan.csv",336,"2026-09-05 12:13:51","8defb540784cbdd73826e777aed62109"
"04_RESULTS/studies/S07_winner_food.csv",191,"2026-09-05 12:14:25","bc67f248430ea979b3b7bce454c494ef"
"04_RESULTS/studies/S07_winner_fractionation.csv",652,"2026-09-05 12:13:52","1e28bf1d1b7830b97a1056910a2db8c9"
"04_RESULTS/studies/S07_winner_population.csv",8809,"2026-09-05 12:14:20","cbd5efde1ba22767255c7ab166fd0f51"
"04_RESULTS/studies/S07_winner_population.png",121282,"2026-09-05 12:14:25","8b2d45430b1a7e4b871629abf4a51280"
"04_RESULTS/studies/S07_winner_profile.csv",1975468,"2026-09-05 12:13:51","d094d6c62cb8c8895271a2ef0223b820"
"04_RESULTS/studies/S07_winner_profile.png",192773,"2026-09-05 12:14:25","3fbdc8940e7d9185d5d158b0528c7f83"
"04_RESULTS/studies/S07_winner_pta.csv",577,"2026-09-05 12:13:52","b48270a7a7a3ef2d2747591fddbf5666"
"04_RESULTS/studies/S07_winner_pta.png",129734,"2026-09-05 12:14:26","eaf4bb8d270833f6c0acae8d826c535f"
"04_RESULTS/studies/S08_requirement_map.csv",635,"2026-09-05 12:15:44","9322211a2a2b89cc308895459c9c1e81"
"04_RESULTS/studies/S08_requirement_map.png",203523,"2026-09-05 12:15:44","44e7ee37a846589860291261a6dc6f8c"
"04_RESULTS/studies/S09_frontier.png",142943,"2026-09-05 12:15:47","d046bc7edb3aa26260249777a098fce3"
"04_RESULTS/studies/S09_uncertainty_samples_A.csv",1746957,"2026-09-05 12:15:46","72713d157546fb3ce6f1d1e430911ffe"
"04_RESULTS/studies/S09_uncertainty_samples_B.csv",1686385,"2026-09-05 12:15:46","a316e703e24829fc515e42cd4ae9f9d9"
"04_RESULTS/studies/S09_uncertainty_summary_A.csv",447,"2026-09-05 12:15:46","015d8721900b68ac8fb208c11ee0bf7b"
"04_RESULTS/studies/S09_uncertainty_summary_B.csv",442,"2026-09-05 12:15:46","d2b5ede4c76cb22e3af6db019578216e"
"04_RESULTS/validation/iv_results_volunteer1.csv",9703,"2026-09-05 11:10:37","31dcdd6fe71b0206170f597723c79067"
"04_RESULTS/validation/iv_validation_gate.csv",474,"2026-09-05 12:12:20","7edc57620139a307b8621712945d1015"
"04_RESULTS/validation/iv_validation_profile.png",207629,"2026-09-05 12:12:21","8b027d5d7746929e83019ca79fc56704"
